"id","name","university_id","no_of_study_centers","district_code","state_code","survey_year"
"14849","University Centre for Distance Learning (UCDL)","0160","0","079","06","2015"
"14850","Directorate of Distance Education","0379","0","036","03","2015"
"14672","University School of Open Learning","0078","1","055","04","2015"
"14060","Manonmaniam Sundaranar University","0464","0","628","33","2015"
"14673","Svadhyaya Kendra, RSkS Shri Sadashiva Campus","0115","1","387","21","2015"
"14674","Svadhyaya Kendra, RSkS Bhopal Campus","0115","1","444","23","2015"
"14675","Svadhyaya Kendra, RSkS Lucknow Campus","0115","1","157","09","2015"
"14676","Svadhyaya Kendra, RSkS Jaipur Campus","0115","1","110","08","2015"
"14677","Svadhyaya Kendra, RSkS Shri Ranbir Campus","0115","1","021","01","2015"
"14381","M/S AEON  Educreation","0382","2","390","21","2015"
"14382","M/S AEON  Educreation","0382","1","375","21","2015"
"14383","M/S AEON  Educreation","0382","36","386","21","2015"
"14384","M/S AEON  Educreation","0382","1","398","21","2015"
"14385","M/S AEON  Educreation","0382","1","376","21","2015"
"14386","M/S AEON  Educreation","0382","3","387","21","2015"
"14387","M/S AEON  Educreation","0382","1","396","21","2015"
"14388","M/S AEON  Educreation","0382","2","372","21","2015"
"14851","Vijaywada","0104","51","547","28","2015"
"14852","Visakhapatnam","0104","29","544","28","2015"
"14853","Kohima","0104","34","270","13","2015"
"14854","Srinagar","0104","42","010","01","2015"
"14855","Jammu","0104","72","021","01","2015"
"14856","Shillong","0104","78","298","17","2015"
"14857","Bhubaneswar","0104","98","386","21","2015"
"14858","Madurai","0104","132","623","33","2015"
"14090","DR. BAOU (ALL REG. CENTER) GUJARAT","0131","1","474","24","2015"
"14091","Kalyani Regional Centre","0578","0","336","19","2015"
"14093","DDCE,FAKIR MOHAN UNIVERSITY","0354","1","377","21","2015"
"14678","Svadhyaya Kendra Rashtriya Sanskrit Sansthan, New Delhi","0115","1","094","07","2015"
"14096","Vidyasagar University","0588","1","344","19","2015"
"14104","Directorate of Correspondance Courses and Distance Education Center","0215","39","572","29","2015"
"14105","Head Quarters","0010","312","554","28","2015"
"14107","University campus, Delhi","0119","1","098","07","2015"
"14108","University of Kalyani","0576","21","336","19","2015"
"14679","Svadhyaya Kendra, RSkS Guruvayur Campus","0115","1","594","32","2015"
"14680","Svadhyaya Kendra, RSkS Ved Vyas Campus","0115","1","024","02","2015"
"14681","Svadhyaya Kendra, RSkS Ganganath Jha Campus","0115","1","175","09","2015"
"14115","Mahadev Desai Samajseva Mahavedhyalaya, Ahmedabad","0137","1","474","24","2015"
"14116","RUBBY COLLEGE OF PRECEPTORS","0476","1","623","33","2015"
"14117","Dr. N.G.P.COLLEGE OF EDUCATION","0476","1","632","33","2015"
"14118","NRITHYODAYA","0476","1","603","33","2015"
"14119","SASTRA UNIVERSITY (MAIN CAMPUS)","0476","1","620","33","2015"
"14120","STELLA MATUTINA COLLEGE OF EDUCATION","0476","1","603","33","2015"
"14121","SRINIVASA RAMANUJAN CENTRE (SRC)","0476","1","620","33","2015"
"14682","Svadhyaya Kendra RSkS K.J. Somaiya Sanskrit Vidyapeeth, Mumbai","0115","1","519","27","2015"
"14683","Svadhyaya Kendra, RSkS Rajiv Gandhi Campus","0115","1","570","29","2015"
"14800","INSTITUTE OF OPEN AND DISTANCE EDUCATION","0269","1","444","23","2015"
"14124","CHENNAI","0439","5","603","33","2015"
"14125","VILUPURAM","0439","1","607","33","2015"
"14126","TRICHY","0439","1","614","33","2015"
"14128","Head Office","0314","1","504","27","2015"
"14129","Jorhat Regional Centre","0054","","312","18","2015"
"14130","Jain Vishva Bharati Institute, Ladnun","0400","1","112","08","2015"
"14131","Directorate of Distance Education","0569","1","335","19","2015"
"14132","Center for Distance Education","0328","0","511","27","2015"
"14134","D.E.I. DISTANCE EDUCATION CENTRE","0507","91","146","09","2015"
"14127","MADURAI","0439","1","623","33","2015"
"14145","Ranikhet","0623","27","064","05","2015"
"14146","Pithoragarh","0623","24","062","05","2015"
"14140","Bageshwar","0623","12","063","05","2015"
"14141","Haldwani","0623","46","066","05","2015"
"14142","Dehradun","0623","45","060","05","2015"
"14143","Roorkee","0623","42","068","05","2015"
"14144","Uttarkashi","0623","17","056","05","2015"
"14147","Pauri","0623","29","061","05","2015"
"14122","COIMBATORE","0439","1","632","33","2015"
"14123","NAGERCOIL","0439","1","629","33","2015"
"14422","M/S Drish Education Services","0382","14","048","03","2015"
"14423","M/S Drish Education Services","0382","9","051","03","2015"
"14424","M/S Drish Education Services","0382","3","040","03","2015"
"14425","M/S Drish Education Services","0382","17","052","03","2015"
"14426","M/S Drish Education Services","0382","26","055","04","2015"
"14427","M/S Engineers Study Circle","0382","1","545","28","2015"
"14428","M/S Engineers Study Circle","0382","19","554","28","2015"
"14429","M/S Engineers Study Circle","0382","1","547","28","2015"
"14430","M/S Engineers Study Circle","0382","3","544","28","2015"
"14431","M/S Engineers Study Circle","0382","1","546","28","2015"
"14432","M/S Engineers Study Circle","0382","31","572","29","2015"
"14433","M/S Engineers Study Circle","0382","1","565","29","2015"
"14434","M/S Engineers Study Circle","0382","1","558","29","2015"
"14435","M/S Engineers Study Circle","0382","1","557","29","2015"
"14436","M/S Engineers Study Circle","0382","1","575","29","2015"
"14437","M/S Engineers Study Circle","0382","1","567","29","2015"
"14438","M/S Engineers Study Circle","0382","4","562","29","2015"
"14439","M/S Engineers Study Circle","0382","1","578","29","2015"
"14440","M/S Engineers Study Circle","0382","5","579","29","2015"
"14897","Chandigarh","0104","39","055","04","2015"
"14898","Mumbai","0104","72","518","27","2015"
"14899","Raghunathganj","0104","12","333","19","2015"
"14900","Port Blair","0104","11","640","35","2015"
"14901","Saharsa","0104","21","214","10","2015"
"14902","Shimla","0104","77","033","02","2015"
"14903","Chennai","0104","136","603","33","2015"
"14904","Imphal","0104","92","277","14","2015"
"14905","Aizawl","0104","45","283","15","2015"
"14906","Raipur","0104","172","410","22","2015"
"14907","INEP New Delhi","0104","1","094","07","2015"
"14192","MGCGV","0282","1","429","23","2015"
"14193","Thane-Sub Centre","0318","1","517","27","2015"
"14194","Ratnagiri Sub-Centre","0318","1","528","27","2015"
"14195","Institute of Distance Education & Open Learning","0318","1","518","27","2015"
"14196","Directorate of Distance  Education, Karaikudi","0435","1","622","33","2015"
"14197","Regional Centre (East U.P.)","0519","68","157","09","2015"
"14198","Periyar University","0470","389","608","33","2015"
"14199","Directorate of Distance Education","0487","1","603","33","2015"
"14200","Regional Centre Satna","0278","31","429","23","2015"
"14201","Regional Centre Indore","0278","24","439","23","2015"
"14202","Regional Centre Gwalior","0278","28","421","23","2015"
"14203","Regional Centre Ujjain","0278","25","435","23","2015"
"14204","Regional Centre Rewa","0278","40","430","23","2015"
"14205","Regional Centre Bhopal","0278","25","444","23","2015"
"14206","Regional Centre Chhindwara","0278","20","455","23","2015"
"14207","Regional Centre jabalpur","0278","30","451","23","2015"
"14208","Regional Centre Sagar","0278","17","427","23","2015"
"14209","Regional Centre Hoshangabad","0278","6","449","23","2015"
"14210","The Tamil Nadu Dr.M.G.R.Medical Univesity","0481","1","603","33","2015"
"14211","School of Distance Education","0447","390","632","33","2015"
"14212","St.Peter's University Head Quarters","0479","1","602","33","2015"
"14213","SHIATS Regional Centre","0536","160","175","09","2015"
"14214","CIRC","0111","1","098","07","2015"
"14215","WWF","0111","1","098","07","2015"
"14216","Directorate of Distance Education","0495","16","289","16","2015"
"14217","Regional Centres -1","0543","226","157","09","2015"
"14218","Dr.C.V.Raman University","0084","37","406","22","2015"
"14219","Institute Of Distance and Open Learning (IDOL) Gauhati University","0052","88","321","18","2015"
"14220","North Orissa University, Baripada","0359","43","376","21","2015"
"14221","Directorate of Distance Education","0581","37","342","19","2015"
"14222","School of Distance Education-Thavakkara-Campus","0256","16","589","32","2015"
"14223","Mother Teresa Women's University , Kodaikanal","0466","39","612","33","2015"
"14224","Karnatak University Dharwad","0230","1","562","29","2015"
"14229","Institute of Distance Education","0462","1","603","33","2015"
"14230","THE TAMIL NADU DR. AMBEDKAR LAW UNIVERSITY","0480","1","603","33","2015"
"14231","Rajiv Gandhi National Cyber Law Center","0285","1","444","23","2015"
"14685","JNU, Jaipur","0401","1","110","08","2015"
"14247","Bangalore","0238","1","572","29","2015"
"14248","Tamil University","0484","1","620","33","2015"
"14249","TNAU ODL","0485","1","632","33","2015"
"14250","Directorate of Distance Education","0074","1","230","10","2015"
"14252","Head Quarter,  Centre for Distance Education,  Shivaji University Kolhapur,416004","0325","18","530","27","2015"
"14266","IIT Kharagpur Raipur Campus","0573","1","410","22","2015"
"14267","IIT Kharagpur Campus","0573","1","344","19","2015"
"14255","Centre for Distance Education","0496","36","143","09","2015"
"14256","Directorate of Distance Education","0270","1","439","23","2015"
"14257","Nims University, Jaipur","0415","1","110","08","2015"
"14258","School of Distance Education","0251","40","592","32","2015"
"14259","School of Distance Education","0262","1","597","32","2015"
"14261","Directorate of Distance Education","0034","54","554","28","2015"
"14262","Directorate of Distance Education","0579","1","327","19","2015"
"14263","Dev Sanskriti Vishwavidyalaya","0551","18","068","05","2015"
"14253","Coordinator Distance Education, Regional Centre :  Karmeer Chaya Paricera Colony, Br. P.G Patil Banglow, District :Satara.","0325","13","527","27","2015"
"14254","Coordinator Distance Education,  Regional Centre:  KWC College Sangali District - Sangali","0325","15","531","27","2015"
"14264","IIT Kharagpur Kolkata Campus","0573","1","342","19","2015"
"14265","IIT Kharagpur Bhubaneshwar Campus","0573","1","386","21","2015"
"14268","Directorate of Distance Education","0369","","635","34","2015"
"14269","Prashanti Kutiram","0243","1","583","29","2015"
"14270","Directorate of Distance Education","0164","1","072","06","2015"
"14271","Directorate of Distance Education","0033","113","553","28","2015"
"14272","Rashtriya Sanskrit Vidyapeetha","0030","1","554","28","2015"
"14859","Cochin","0104","111","595","32","2015"
"14860","Hyderabad","0104","79","536","36","2015"
"14273","Centre for Open and Distance Learning","0056","1","306","18","2015"
"14861","Ranchi","0104","83","364","20","2015"
"14276","Directorate of Distance Education","0037","131","554","28","2015"
"14277","IUS","0432","1","244","11","2015"
"14278","IUS II","0432","2","244","11","2015"
"14279","There is No Regional centre(HQ)","0561","4","060","05","2015"
"14280","University of Petroleum & Energy Studies","0564","1","060","05","2015"
"14687","Agricultural and Horticultural Research Station, Kathalagere","0637","1","567","29","2015"
"14688","Head Quarter","0482","1","603","33","2015"
"14689","Patna","0071","50","230","10","2015"
"14690","Centre for Distance Learning, GITAM University","0011","143","544","28","2015"
"14691","Hyderabad","0029","1","536","36","2015"
"14692","ICDEOL","0183","0","033","02","2015"
"14281","JARKHAND","0463","2","364","20","2015"
"14282","WEST BENGAL","0463","4","329","19","2015"
"14283","GOA","0463","2","585","30","2015"
"14862","Trivandrum","0104","68","601","32","2015"
"14863","Siliguri","0104","33","327","19","2015"
"14864","IAEP Chandimandir","0104","7","069","06","2015"
"14865","Kolkata","0104","119","342","19","2015"
"14801","Regional Centre Kharal (Jind)","0157","20","077","06","2015"
"14802","Regional Centre Lula Ahir (Rewari)","0157","21","085","06","2015"
"14804","University of Hyderabad","0042","1","537","36","2015"
"14805","Guru Jambheshwar University of Science & Technology","0162","72","080","06","2015"
"14866","INEP Visakhapatnam","0104","1","544","28","2015"
"14693","North Study Centre","0120","1","091","07","2015"
"14694","South Study Centre","0120","1","098","07","2015"
"14806","Dimapur","0348","1","265","13","2015"
"14807","CHENNAI","0452","1","603","33","2015"
"14808","ERNAKULAM","0452","1","595","32","2015"
"14809","DHARWAD","0452","1","562","29","2015"
"14810","HYDERABAD","0452","1","536","36","2015"
"14811","Mysore Head Quarters","0228","1","577","29","2015"
"14812","Jamia Hamdard","0107","10","098","07","2015"
"14814","Regional Centre V.M. Open University 1938, Lohagal Road AJMER (Raj.)","0428","62","119","08","2015"
"14815","Regional Centre V.M. Open University Old R.T.O. Building, Outside Surajpole, UDAIPUR (Raj.)","0428","57","130","08","2015"
"14816","Regional Centre V.M. Open University MSJ College, Bharatpur","0428","27","105","08","2015"
"14817","Regional Centre V.M. Open University Campus Rawatbhata Road, KOTA (Raj.)","0428","35","127","08","2015"
"14818","Regional Centre V.M. Open University,2/272-73 Kuji Bhaktasani Rajasthan Housing Board JODHPUR (Raj.)","0428","62","113","08","2015"
"14819","Regional Centre V.M. Open University, 9/4, 9/5 Mukta Prasad, Y Yojna Nagar, BIKANER (Raj.)","0428","38","101","08","2015"
"14820","Regional Centre V.M. Open University Commerce College Campius J.L.N. Marg, JAIPUR (Raj.)","0428","98","110","08","2015"
"14821","Maharishi Mahesh Yogi Vedic Vishwavidyalaya Education Department","0280","1","451","23","2015"
"14823","SVKM's NMIMS Mumbai","0319","1","519","27","2015"
"14824","Distance Education","0383","1","048","03","2015"
"14830","SCHOOL OF STUDIES IN DISTANCE EDUCATION","0276","19","421","23","2015"
"14825","Southern Region","0492","62","603","33","2015"
"14826","Northern Region","0492","64","094","07","2015"
"14827","Western Region","0492","32","519","27","2015"
"14828","Eastern Region","0492","15","342","19","2015"
"14829","Central Region","0492","30","439","23","2015"
"14831","Head Quarter","0041","1","536","36","2015"
"14832","Amaravati","0335","202","503","27","2015"
"14833","Aurangabad","0335","165","515","27","2015"
"14834","Mumbai","0335","281","519","27","2015"
"14835","Nagpur","0335","210","505","27","2015"
"14836","Nashik","0335","293","516","27","2015"
"14837","Pune","0335","251","521","27","2015"
"14838","Kolhapur","0335","209","530","27","2015"
"14284","KARNATAKA","0463","9","572","29","2015"
"14292","MADHYA PRADESH","0463","1","421","23","2015"
"14293","GUJARAT","0463","4","474","24","2015"
"14294","UTTAR PRADESH","0463","6","157","09","2015"
"14295","DADAR AND NAGAR HAVELI","0463","1","496","26","2015"
"14296","HIMACHAL PRADESH","0463","2","031","02","2015"
"14297","NEW DELHI","0463","3","094","07","2015"
"14298","KERALA","0463","22","601","32","2015"
"14299","HARYANA","0463","4","086","06","2015"
"14300","RAJASTHAN","0463","4","110","08","2015"
"14301","MEHALAYA","0463","1","297","17","2015"
"14302","JAMMU AND KASHMIR","0463","1","021","01","2015"
"14303","MAHARASTRA","0463","17","519","27","2015"
"14304","SIKKIM","0463","1","243","11","2015"
"14305","MIZORAM","0463","1","283","15","2015"
"14306","BIHAR","0463","2","230","10","2015"
"14307","UTTARKAND","0463","2","060","05","2015"
"14308","PUNJAB","0463","11","037","03","2015"
"14839","Nanded","0335","241","511","27","2015"
"14867","Noida","0104","48","141","09","2015"
"14868","Jabalpur","0104","73","451","23","2015"
"14869","IAEP Kolkata","0104","14","342","19","2015"
"14840","Yashwantrao Mohite College of Arts, Science & Commerce, Pune","0292","1","521","27","2015"
"14841","New Law College, Pune","0292","1","521","27","2015"
"14842","Institute of Management & Entrepreneurship Development, Pune","0292","1","521","27","2015"
"14843","Institute of Management & Research, New Delhi","0292","1","094","07","2015"
"14844","Institute of Management Studies & Research, Navi Mumbai","0292","1","519","27","2015"
"14845","Institute of Management, Kolhapur","0292","1","530","27","2015"
"14870","Rajkot","0104","34","476","24","2015"
"14871","Dehradun","0104","80","060","05","2015"
"14872","Pune","0104","83","521","27","2015"
"14873","INEP Kochi","0104","1","595","32","2015"
"14874","Bhopal","0104","129","444","23","2015"
"14875","Darbhanga","0104","30","215","10","2015"
"14876","Koraput","0104","62","398","21","2015"
"14877","Aligarh","0104","39","143","09","2015"
"14878","Deoghar","0104","18","350","20","2015"
"14879","Khanna","0104","61","041","03","2015"
"14880","Bijapur","0104","22","417","22","2015"
"14881","Jaipur","0104","92","110","08","2015"
"14882","Delhi-1","0104","91","098","07","2015"
"14883","IAEP-Lucknow","0104","5","157","09","2015"
"14884","Jorhat","0104","27","312","18","2015"
"14885","Itanagar","0104","64","248","12","2015"
"14886","Delhi-2","0104","62","095","07","2015"
"14887","Lucknow","0104","104","157","09","2015"
"14888","Test1","0104","0","095","07","2015"
"14889","Headquater","0104","0","098","07","2015"
"14890","IAEP-Udhampur","0104","10","019","01","2015"
"14891","Karnal","0104","46","074","06","2015"
"14892","IAEP-Jaipur","0104","4","110","08","2015"
"14893","Ahmedabad","0104","90","474","24","2015"
"14894","IAEP-PUNE","0104","8","521","27","2015"
"14695","Mangalagangothri","0233","4","575","29","2015"
"14696","Directorate of Distance Education, J. P. University, Chapra","0066","15","219","10","2015"
"14697","School of Distance Education, Andhra University, Vsp","0006","37","544","28","2015"
"14698","PGRR Centre for Distance Education","0027","","536","36","2015"
"14699","DISTANCE EDUCATION CENTER","0058","1","216","10","2015"
"14700","Centre of Distance Education Kashmir University","0196","13","010","01","2015"
"14701","Sub Regional Centre, Amaravati","0023","9","503","27","2015"
"14702","Regional Centre, Mumbai","0023","24","519","27","2015"
"14703","Regional Centre, Delhi","0023","26","094","07","2015"
"14704","Regional Centre,  Ranchi","0023","7","364","20","2015"
"14705","Regional Centre, Bangalore","0023","23","572","29","2015"
"14706","Regional Centre, Darbhanga","0023","11","215","10","2015"
"14707","Regional Centre, Patna","0023","4","230","10","2015"
"14708","Regional Centre, Srinagar","0023","9","010","01","2015"
"14709","Sub-Regional Centre, Hyderabad-HQ","0023","21","536","36","2015"
"14710","Regional Centre, Kolkata","0023","12","342","19","2015"
"14711","Sub Regional Centre, Jammu","0023","7","021","01","2015"
"14712","Regional Centre, Bhopal","0023","11","444","23","2015"
"14713","SDLCE,KU","0019","144","540","36","2015"
"14714","Rayalaseema University campus","0031","75","552","28","2015"
"14715","ANNAMALAI UNIVERSITY","0443","63","617","33","2015"
"14716","Institute of Distance Education","0047","10","248","12","2015"
"14717","CENTER FOR DISTANCE EDUCATION - ACHARYA NAGARJUNA UNIVERSITY","0003","220","548","28","2015"
"14718","Raipur","0094","35","410","22","2015"
"14719","Ambikapur","0094","31","401","22","2015"
"14720","Jagdalpur","0094","18","414","22","2015"
"14721","Bilaspur","0094","67","406","22","2015"
"14722","Centre for Pharmaceutical Sciences (CPS),","0017","1","537","36","2015"
"14723","Mechanical Engineering Dept. JNTUH College of Engineering hyderabad","0017","1","537","36","2015"
"14895","Vatakara","0104","33","591","32","2015"
"14896","Agartala","0104","51","289","16","2015"
"14908","Patna","0104","105","230","10","2015"
"14909","Panji","0104","36","585","30","2015"
"14910","Gangtok","0104","17","244","11","2015"
"14911","Bhagalpur","0104","11","224","10","2015"
"14912","Varanasi","0104","71","197","09","2015"
"14913","IAERP Shillong","0104","30","298","17","2015"
"14914","Jodhpur","0104","33","113","08","2015"
"14915","INEP Mumbai","0104","1","519","27","2015"
"14916","Bangalore","0104","79","572","29","2015"
"14917","Delhi-3","0104","70","096","07","2015"
"14918","Guwahati","0104","157","309","18","2015"
"14919","Nagpur","0104","70","505","27","2015"
"14920","test","0104","","554","28","2015"
"14846","Yashwantrao Mohite Institute of Management, Karad","0292","1","527","27","2015"
"14847","Institute of Management & Rural Development Administration, Sangli","0292","1","531","27","2015"
"14848","Abhijit Kadam Institute of Management, Solapur","0292","1","526","27","2015"
"14921","North Eastern Hill University","0341","1","298","17","2015"
"14285","ODISHA","0463","2","381","21","2015"
"14286","TRIPURA","0463","1","290","16","2015"
"14287","ANDAMAN","0463","1","639","35","2015"
"14288","ASSAM","0463","1","310","18","2015"
"14289","PUDUCHERRY","0463","1","635","34","2015"
"14290","ANDHRA PRADESH","0463","15","536","36","2015"
"14291","TAMIL NADU","0463","40","603","33","2015"
"14321","Directorate of Distance Education, Tamil Nadu Physical education and Sports University, Chennai","0486","82","604","33","2015"
"14322","Institute of Distance Education","0260","1","601","32","2015"
"14323","Directorate of Distance Education","0683","8","322","18","2015"
"14328","Directorate of Distance Education","0195","7","021","01","2015"
"14350","M/S AEON  Educreation","0382","1","213","10","2015"
"14351","M/S AEON  Educreation","0382","1","207","10","2015"
"14352","M/S AEON  Educreation","0382","7","216","10","2015"
"14353","M/S AEON  Educreation","0382","1","229","10","2015"
"14354","M/S AEON  Educreation","0382","24","230","10","2015"
