"id","name","university_id","no_of_study_centers","district_code","state_code","survey_year"
"14355","M/S AEON  Educreation","0382","1","234","10","2015"
"14356","M/S AEON  Educreation","0382","1","221","10","2015"
"14357","M/S AEON  Educreation","0382","1","219","10","2015"
"14358","M/S AEON  Educreation","0382","1","206","10","2015"
"14359","M/S AEON  Educreation","0382","3","218","10","2015"
"14360","M/S AEON  Educreation","0382","2","220","10","2015"
"14361","M/S AEON  Educreation","0382","2","355","20","2015"
"14362","M/S AEON  Educreation","0382","4","354","20","2015"
"14363","M/S AEON  Educreation","0382","1","362","20","2015"
"14329","M/S KESHMIN","0382","100","342","19","2015"
"14330","M/S KESHMIN","0382","2","335","19","2015"
"14331","M/S KESHMIN","0382","1","331","19","2015"
"14332","M/S KESHMIN","0382","20","339","19","2015"
"14333","M/S KESHMIN","0382","4","332","19","2015"
"14334","M/S KESHMIN","0382","3","338","19","2015"
"14335","M/S KESHMIN","0382","1","334","19","2015"
"14336","M/S KESHMIN","0382","4","337","19","2015"
"14337","M/S KESHMIN","0382","3","344","19","2015"
"14338","M/S KESHMIN","0382","4","345","19","2015"
"14339","M/S KESHMIN","0382","1","340","19","2015"
"14340","M/S KESHMIN","0382","2","336","19","2015"
"14341","M/S KESHMIN","0382","5","341","19","2015"
"14342","M/S KESHMIN","0382","2","333","19","2015"
"14343","M/S KESHMIN","0382","1","638","35","2015"
"14344","M/S AEON  Educreation","0382","5","224","10","2015"
"14345","M/S AEON  Educreation","0382","2","231","10","2015"
"14346","M/S AEON  Educreation","0382","1","215","10","2015"
"14347","M/S AEON  Educreation","0382","4","236","10","2015"
"14348","M/S AEON  Educreation","0382","1","233","10","2015"
"14349","M/S AEON  Educreation","0382","1","212","10","2015"
"14364","M/S AEON  Educreation","0382","8","367","20","2015"
"14365","M/S AEON  Educreation","0382","2","349","20","2015"
"14366","M/S AEON  Educreation","0382","2","360","20","2015"
"14367","M/S AEON  Educreation","0382","1","363","20","2015"
"14368","M/S AEON  Educreation","0382","1","356","20","2015"
"14369","M/S AEON  Educreation","0382","2","358","20","2015"
"14370","M/S AEON  Educreation","0382","18","364","20","2015"
"14371","M/S AEON  Educreation","0382","1","352","20","2015"
"14372","M/S AEON  Educreation","0382","1","384","21","2015"
"14373","M/S AEON  Educreation","0382","3","377","21","2015"
"14374","M/S AEON  Educreation","0382","1","378","21","2015"
"14375","M/S AEON  Educreation","0382","7","381","21","2015"
"14376","M/S AEON  Educreation","0382","1","383","21","2015"
"14377","M/S AEON  Educreation","0382","5","388","21","2015"
"14378","M/S AEON  Educreation","0382","3","380","21","2015"
"14379","M/S AEON  Educreation","0382","1","371","21","2015"
"14380","M/S AEON  Educreation","0382","2","395","21","2015"
"14389","M/S AEON  Educreation","0382","1","374","21","2015"
"14390","M/S AEON  Educreation","0382","1","394","21","2015"
"14391","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","1","316","18","2015"
"14392","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","1","310","18","2015"
"14393","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","3","312","18","2015"
"14394","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","15","321","18","2015"
"14395","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","1","306","18","2015"
"14396","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","1","278","14","2015"
"14397","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","5","277","14","2015"
"14398","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","3","298","17","2015"
"14399","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","1","265","13","2015"
"14400","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","2","244","11","2015"
"14401","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","1","292","16","2015"
"14402","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","2","329","19","2015"
"14403","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","1","331","19","2015"
"14404","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","5","327","19","2015"
"14405","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","2","328","19","2015"
"14406","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","4","332","19","2015"
"14407","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","1","330","19","2015"
"14408","M/S Drish Education Services","0382","3","030","02","2015"
"14409","M/S Drish Education Services","0382","3","023","02","2015"
"14410","M/S Drish Education Services","0382","9","028","02","2015"
"14411","M/S Drish Education Services","0382","16","024","02","2015"
"14412","M/S Drish Education Services","0382","4","026","02","2015"
"14413","M/S Drish Education Services","0382","8","027","02","2015"
"14414","M/S Drish Education Services","0382","5","033","02","2015"
"14415","M/S Drish Education Services","0382","1","032","02","2015"
"14416","M/S Drish Education Services","0382","4","031","02","2015"
"14417","M/S Drish Education Services","0382","7","029","02","2015"
"14418","M/S Drish Education Services","0382","10","021","01","2015"
"14419","M/S Drish Education Services","0382","1","007","01","2015"
"14420","M/S Drish Education Services","0382","2","006","01","2015"
"14421","M/S Drish Education Services","0382","4","010","01","2015"
"14441","M/S Engineers Study Circle","0382","2","560","29","2015"
"14442","M/S Engineers Study Circle","0382","1","581","29","2015"
"14443","M/S Engineers Study Circle","0382","1","559","29","2015"
"14444","M/S Engineers Study Circle","0382","1","598","32","2015"
"14445","M/S Engineers Study Circle","0382","22","595","32","2015"
"14446","M/S Engineers Study Circle","0382","1","596","32","2015"
"14447","M/S Engineers Study Circle","0382","6","589","32","2015"
"14448","M/S Engineers Study Circle","0382","1","588","32","2015"
"14449","M/S Engineers Study Circle","0382","4","600","32","2015"
"14450","M/S Engineers Study Circle","0382","4","597","32","2015"
"14451","M/S Engineers Study Circle","0382","5","591","32","2015"
"14452","M/S Engineers Study Circle","0382","4","592","32","2015"
"14453","M/S Engineers Study Circle","0382","2","593","32","2015"
"14454","M/S Engineers Study Circle","0382","4","599","32","2015"
"14455","M/S Engineers Study Circle","0382","2","601","32","2015"
"14456","M/S Engineers Study Circle","0382","6","594","32","2015"
"14457","M/S Engineers Study Circle","0382","8","590","32","2015"
"14458","M/S Engineers Study Circle","0382","1","635","34","2015"
"14459","M/S Engineers Study Circle","0382","2","603","33","2015"
"14460","M/S Engineers Study Circle","0382","1","632","33","2015"
"14461","M/S Path A  Way Ahead","0382","1","414","22","2015"
"14462","M/S Path A  Way Ahead","0382","3","417","22","2015"
"14463","M/S Path A  Way Ahead","0382","3","409","22","2015"
"14464","M/S Path A  Way Ahead","0382","1","404","22","2015"
"14465","M/S Path A  Way Ahead","0382","1","403","22","2015"
"14466","M/S Path A  Way Ahead","0382","7","410","22","2015"
"14467","M/S Path A  Way Ahead","0382","1","408","22","2015"
"14468","M/S Path A  Way Ahead","0382","2","401","22","2015"
"14469","M/S Path A  Way Ahead","0382","2","420","23","2015"
"14470","M/S Path A  Way Ahead","0382","5","444","23","2015"
"14471","M/S Path A  Way Ahead","0382","1","467","23","2015"
"14472","M/S Path A  Way Ahead","0382","4","425","23","2015"
"14473","M/S Path A  Way Ahead","0382","1","455","23","2015"
"14474","M/S Path A  Way Ahead","0382","1","428","23","2015"
"14475","M/S Path A  Way Ahead","0382","2","422","23","2015"
"14476","M/S Path A  Way Ahead","0382","1","437","23","2015"
"14477","M/S Path A  Way Ahead","0382","2","458","23","2015"
"14478","M/S Path A  Way Ahead","0382","11","421","23","2015"
"14479","M/S Path A  Way Ahead","0382","15","439","23","2015"
"14480","M/S Path A  Way Ahead","0382","3","451","23","2015"
"14481","M/S Path A  Way Ahead","0382","3","450","23","2015"
"14482","M/S Path A  Way Ahead","0382","1","466","23","2015"
"14483","M/S Path A  Way Ahead","0382","3","419","23","2015"
"14484","M/S Path A  Way Ahead","0382","1","426","23","2015"
"14485","M/S Path A  Way Ahead","0382","2","430","23","2015"
"14486","M/S Path A  Way Ahead","0382","1","427","23","2015"
"14487","M/S Path A  Way Ahead","0382","1","456","23","2015"
"14488","M/S Path A  Way Ahead","0382","1","460","23","2015"
"14489","M/S Path A  Way Ahead","0382","1","436","23","2015"
"14490","M/S Path A  Way Ahead","0382","2","462","23","2015"
"14491","M/S Path A  Way Ahead","0382","1","463","23","2015"
"14492","M/S Path A  Way Ahead","0382","2","424","23","2015"
"14493","M/S Path A  Way Ahead","0382","5","435","23","2015"
"14494","M/S Shaheed Udham Singh Education Society","0382","8","044","03","2015"
"14495","M/S Shaheed Udham Singh Education Society","0382","16","053","03","2015"
"14496","M/S Shaheed Udham Singh Education Society","0382","31","041","03","2015"
"14497","M/S Shaheed Udham Singh Education Society","0382","8","045","03","2015"
"14498","M/S Shaheed Udham Singh Education Society","0382","7","042","03","2015"
"14499","M/S Shaheed Udham Singh Education Society","0382","20","046","03","2015"
"14500","M/S Shaheed Udham Singh Education Society","0382","7","047","03","2015"
"14501","M/S Shaheed Udham Singh Education Society","0382","8","641","03","2015"
"14502","M/S Bhai Mati Das Education Welfare Society","0382","5","585","30","2015"
"14503","M/S Bhai Mati Das Education Welfare Society","0382","7","474","24","2015"
"14504","M/S Bhai Mati Das Education Welfare Society","0382","1","473","24","2015"
"14505","M/S Bhai Mati Das Education Welfare Society","0382","3","486","24","2015"
"14506","M/S Bhai Mati Das Education Welfare Society","0382","2","501","27","2015"
"14507","M/S Bhai Mati Das Education Welfare Society","0382","7","515","27","2015"
"14508","M/S Bhai Mati Das Education Welfare Society","0382","1","523","27","2015"
"14509","M/S Bhai Mati Das Education Welfare Society","0382","1","506","27","2015"
"14510","M/S Bhai Mati Das Education Welfare Society","0382","1","509","27","2015"
"14511","M/S Bhai Mati Das Education Welfare Society","0382","3","498","27","2015"
"14512","M/S Bhai Mati Das Education Welfare Society","0382","1","507","27","2015"
"14513","M/S Bhai Mati Das Education Welfare Society","0382","5","499","27","2015"
"14514","M/S Bhai Mati Das Education Welfare Society","0382","2","514","27","2015"
"14515","M/S Bhai Mati Das Education Welfare Society","0382","7","530","27","2015"
"14516","M/S Bhai Mati Das Education Welfare Society","0382","2","524","27","2015"
"14517","M/S Bhai Mati Das Education Welfare Society","0382","2","511","27","2015"
"14518","M/S Bhai Mati Das Education Welfare Society","0382","16","519","27","2015"
"14519","M/S Bhai Mati Das Education Welfare Society","0382","20","505","27","2015"
"14520","M/S Bhai Mati Das Education Welfare Society","0382","2","516","27","2015"
"14521","M/S Bhai Mati Das Education Welfare Society","0382","7","518","27","2015"
"14522","M/S Bhai Mati Das Education Welfare Society","0382","31","521","27","2015"
"14523","M/S Bhai Mati Das Education Welfare Society","0382","2","520","27","2015"
"14524","M/S Bhai Mati Das Education Welfare Society","0382","1","528","27","2015"
"14525","M/S Bhai Mati Das Education Welfare Society","0382","2","531","27","2015"
"14526","M/S Bhai Mati Das Education Welfare Society","0382","4","527","27","2015"
"14527","M/S Bhai Mati Das Education Welfare Society","0382","1","529","27","2015"
"14528","M/S Bhai Mati Das Education Welfare Society","0382","6","526","27","2015"
"14529","M/S Bhai Mati Das Education Welfare Society","0382","9","517","27","2015"
"14530","M/S Bhai Mati Das Education Welfare Society","0382","1","504","27","2015"
"14531","M/S Bhai Mati Das Education Welfare Society","0382","1","502","27","2015"
"14532","M/S Resonance Solution","0382","26","035","03","2015"
"14533","M/S Resonance Solution","0382","24","049","03","2015"
"14534","M/S Resonance Solution","0382","8","036","03","2015"
"14535","M/S Resonance Solution","0382","16","038","03","2015"
"14536","M/S Resonance Solution","0382","18","037","03","2015"
"14537","M/S Resonance Solution","0382","2","052","03","2015"
"14538","M/S Resonance Solution","0382","3","642","03","2015"
"14539","M/S Resonance Solution","0382","8","050","03","2015"
"14540","M/S Resonance Solution","0382","5","043","03","2015"
"14541","M/S Education  Outlook Consultancy","0382","11","146","09","2015"
"14542","M/S Education  Outlook Consultancy","0382","13","143","09","2015"
"14543","M/S Education  Outlook Consultancy","0382","12","175","09","2015"
"14544","M/S Education  Outlook Consultancy","0382","1","178","09","2015"
"14545","M/S Education  Outlook Consultancy","0382","2","182","09","2015"
"14546","M/S Education  Outlook Consultancy","0382","2","162","09","2015"
"14547","M/S Education  Outlook Consultancy","0382","3","191","09","2015"
"14548","M/S Education  Outlook Consultancy","0382","2","139","09","2015"
"14549","M/S Education  Outlook Consultancy","0382","1","180","09","2015"
"14550","M/S Education  Outlook Consultancy","0382","1","193","09","2015"
"14551","M/S Education  Outlook Consultancy","0382","10","150","09","2015"
"14552","M/S Education  Outlook Consultancy","0382","1","170","09","2015"
"14553","M/S Education  Outlook Consultancy","0382","3","134","09","2015"
"14554","M/S Education  Outlook Consultancy","0382","1","149","09","2015"
"14555","M/S Education  Outlook Consultancy","0382","5","142","09","2015"
"14556","M/S Education  Outlook Consultancy","0382","1","196","09","2015"
"14557","M/S Education  Outlook Consultancy","0382","1","190","09","2015"
"14558","M/S Education  Outlook Consultancy","0382","1","201","09","2015"
"14559","M/S Education  Outlook Consultancy","0382","1","161","09","2015"
"14560","M/S Education  Outlook Consultancy","0382","2","177","09","2015"
"14561","M/S Education  Outlook Consultancy","0382","1","159","09","2015"
"14562","M/S Education  Outlook Consultancy","0382","1","172","09","2015"
"14563","M/S Education  Outlook Consultancy","0382","2","147","09","2015"
"14564","M/S Education  Outlook Consultancy","0382","23","141","09","2015"
"14565","M/S Education  Outlook Consultancy","0382","15","140","09","2015"
"14566","M/S Education  Outlook Consultancy","0382","1","195","09","2015"
"14567","M/S Education  Outlook Consultancy","0382","2","183","09","2015"
"14568","M/S Education  Outlook Consultancy","0382","7","188","09","2015"
"14569","M/S Education  Outlook Consultancy","0382","1","168","09","2015"
"14570","M/S Education  Outlook Consultancy","0382","1","155","09","2015"
"14571","M/S Education  Outlook Consultancy","0382","2","144","09","2015"
"14572","M/S Education  Outlook Consultancy","0382","2","165","09","2015"
"14573","M/S Education  Outlook Consultancy","0382","2","194","09","2015"
"14574","M/S Education  Outlook Consultancy","0382","3","166","09","2015"
"14575","M/S Education  Outlook Consultancy","0382","1","160","09","2015"
"14576","M/S Education  Outlook Consultancy","0382","13","163","09","2015"
"14577","M/S Education  Outlook Consultancy","0382","2","202","09","2015"
"14578","M/S Education  Outlook Consultancy","0382","2","153","09","2015"
"14579","M/S Education  Outlook Consultancy","0382","1","167","09","2015"
"14580","M/S Education  Outlook Consultancy","0382","11","157","09","2015"
"14581","M/S Education  Outlook Consultancy","0382","1","169","09","2015"
"14582","M/S Education  Outlook Consultancy","0382","1","148","09","2015"
"14583","M/S Education  Outlook Consultancy","0382","3","145","09","2015"
"14584","M/S Education  Outlook Consultancy","0382","14","138","09","2015"
"14585","M/S Education  Outlook Consultancy","0382","4","199","09","2015"
"14586","M/S Education  Outlook Consultancy","0382","3","133","09","2015"
"14587","M/S Education  Outlook Consultancy","0382","3","151","09","2015"
"14588","M/S Education  Outlook Consultancy","0382","2","173","09","2015"
"14589","M/S Education  Outlook Consultancy","0382","1","158","09","2015"
"14590","M/S Education  Outlook Consultancy","0382","1","136","09","2015"
"14591","M/S Education  Outlook Consultancy","0382","2","132","09","2015"
"14592","M/S Education  Outlook Consultancy","0382","2","198","09","2015"
"14593","M/S Education  Outlook Consultancy","0382","1","152","09","2015"
"14594","M/S Education  Outlook Consultancy","0382","1","154","09","2015"
"14595","M/S Education  Outlook Consultancy","0382","2","200","09","2015"
"14596","M/S Education  Outlook Consultancy","0382","1","179","09","2015"
"14597","M/S Education  Outlook Consultancy","0382","1","156","09","2015"
"14598","M/S Education  Outlook Consultancy","0382","13","197","09","2015"
"14599","M/S Education  Outlook Consultancy","0382","2","065","05","2015"
"14600","M/S Education  Outlook Consultancy","0382","14","060","05","2015"
"14601","M/S Education  Outlook Consultancy","0382","5","068","05","2015"
"14602","M/S Education  Outlook Consultancy","0382","2","066","05","2015"
"14603","M/S Education  Outlook Consultancy","0382","4","067","05","2015"
"14604","M/S Karan Infosys","0382","3","119","08","2015"
"14605","M/S Karan Infosys","0382","10","104","08","2015"
"14606","M/S Karan Infosys","0382","1","115","08","2015"
"14607","M/S Karan Infosys","0382","4","105","08","2015"
"14608","M/S Karan Infosys","0382","2","122","08","2015"
"14609","M/S Karan Infosys","0382","1","101","08","2015"
"14610","M/S Karan Infosys","0382","1","121","08","2015"
"14611","M/S Karan Infosys","0382","2","126","08","2015"
"14612","M/S Karan Infosys","0382","1","102","08","2015"
"14613","M/S Karan Infosys","0382","2","109","08","2015"
"14614","M/S Karan Infosys","0382","2","106","08","2015"
"14615","M/S Karan Infosys","0382","1","124","08","2015"
"14616","M/S Karan Infosys","0382","3","100","08","2015"
"14617","M/S Karan Infosys","0382","31","110","08","2015"
"14618","M/S Karan Infosys","0382","1","114","08","2015"
"14619","M/S Karan Infosys","0382","5","103","08","2015"
"14620","M/S Karan Infosys","0382","4","113","08","2015"
"14621","M/S Karan Infosys","0382","7","127","08","2015"
"14622","M/S Karan Infosys","0382","3","112","08","2015"
"14623","M/S Karan Infosys","0382","2","118","08","2015"
"14624","M/S Karan Infosys","0382","1","131","08","2015"
"14625","M/S Karan Infosys","0382","1","108","08","2015"
"14626","M/S Karan Infosys","0382","5","111","08","2015"
"14627","M/S Karan Infosys","0382","6","099","08","2015"
"14628","M/S Karan Infosys","0382","9","130","08","2015"
"14629","M/S Karan Infosys","0382","3","070","06","2015"
"14630","M/S Karan Infosys","0382","3","081","06","2015"
"14631","M/S Karan Infosys","0382","9","088","06","2015"
"14632","M/S Karan Infosys","0382","3","078","06","2015"
"14633","M/S Karan Infosys","0382","8","086","06","2015"
"14634","M/S Karan Infosys","0382","3","080","06","2015"
"14635","M/S Karan Infosys","0382","4","083","06","2015"
"14636","M/S Karan Infosys","0382","3","077","06","2015"
"14637","M/S Karan Infosys","0382","3","073","06","2015"
"14638","M/S Karan Infosys","0382","7","074","06","2015"
"14639","M/S Karan Infosys","0382","2","072","06","2015"
"14640","M/S Karan Infosys","0382","2","084","06","2015"
"14641","M/S Karan Infosys","0382","3","089","06","2015"
"14642","M/S Karan Infosys","0382","10","069","06","2015"
"14643","M/S Karan Infosys","0382","6","075","06","2015"
"14644","M/S Karan Infosys","0382","4","085","06","2015"
"14645","M/S Karan Infosys","0382","3","082","06","2015"
"14646","M/S Karan Infosys","0382","7","079","06","2015"
"14647","M/S Karan Infosys","0382","6","076","06","2015"
"14648","M/S Karan Infosys","0382","2","071","06","2015"
"14649","M/S Future Educom","0382","50","094","07","2015"
"14650","M/S Future Educom","0382","50","095","07","2015"
"14651","M/S Future Educom","0382","47","092","07","2015"
"14652","Amritsar College of Engineering & Technology","0382","1","049","03","2015"
"14653","Beant College of Engineering & Technology","0382","1","035","03","2015"
"14654","CT Institute of Engineering, Management & Technology","0382","1","037","03","2015"
"14655","DAV Institute of Engineering & Technology","0382","1","037","03","2015"
"14656","Doaba Institute of Engineering & Technology,Ghataur","0382","1","052","03","2015"
"14657","GGS College of Modern Technology","0382","1","052","03","2015"
"14658","Global Institute of Management & Emerging Technology","0382","1","049","03","2015"
"14659","Guru Nanak Dev Engineering College,Ludhiana","0382","1","041","03","2015"
"14660","Khalsa College of Engineering & Technology","0382","1","049","03","2015"
"14661","Ludhiana College of Engineering & Technology","0382","1","041","03","2015"
"14662","Ramgarhia Institute of Engineering & Technology","0382","1","037","03","2015"
"14663","Rayat Group of Institutions","0382","1","038","03","2015"
"14664","Shaheed Udham Singh College of Engineering & Technology","0382","1","052","03","2015"
"14665","Sri Sukhmani Institute of Engineering & Technology","0382","1","051","03","2015"
"14666","M/S Orrion Constellation Sec (E)Pvt Ltd.","0382","1","291","16","2015"
"14794","Directorate of Distance Education","0068","19","215","10","2015"
"14795","Institute of Distance Education, Dr.Harisingh Gour Vishwavidyalaya,Sagar","0271","1","427","23","2015"
"14796","National Law University, Jodhpur","0414","1","113","08","2015"
"14797","Main Centre NALSAR Proximate","0024","1","537","36","2015"
"14798","Jagannath University","0398","1","110","08","2015"
"14799","Assam University","0050","1","316","18","2015"
"14274","DHSK College","0056","1","310","18","2015"
"14275","B. Borooah College","0056","1","322","18","2015"
